Game_ID,Game_Name,Genre,Platform,Release_Year,Global_Sales,User_Rating,Active_Players
G0390,Warrior Fury,Adventure,Switch,2014,18.87,9.4,43.8
G0391,Empire Rise,Sports,PlayStation,2022,40.73,3.8,68.0
G0392,Legend Rise,RPG,Mobile,2019,27.25,1.3,73.1
G0393,Galaxy Shadow,RPG,PC,2008,1.59,1.2,53.2
G0394,Warrior Rise,Adventure,Xbox,2001,3.38,5.8,61.5
G0395,Shadow Quest,Shooter,Xbox,2000,48.61,4.0,49.4
G0396,Quest Galaxy,Strategy,Mobile,2020,35.14,1.5,84.7
G0397,Battle Rise,Strategy,PlayStation,2002,10.75,3.5,46.2
G0398,Legend Fury,Action,Xbox,2000,38.35,3.3,18.7
G0399,Shadow Quest,Action,PC,2000,17.29,6.5,42.3
G0400,Battle Empire,Strategy,PC,2008,31.47,4.9,33.6
G0401,Empire Galaxy,Adventure,Xbox,2001,27.36,1.4,36.1
G0402,Empire Empire,Strategy,Switch,2017,19.87,8.6,72.1
G0403,Warrior Warrior,Strategy,Switch,2015,46.42,3.5,55.9
G0404,Arena Warrior,Sports,PlayStation,2019,1.75,7.8,58.6
G0405,Legend Rise,Strategy,Mobile,2015,4.84,5.8,2.0
G0406,Warrior Battle,Racing,PlayStation,2005,23.14,3.6,78.5
G0407,Legend Rise,Strategy,Switch,2006,42.16,5.8,60.3
G0408,Rise Rise,Racing,Switch,2007,6.31,5.3,90.0
G0409,Quest Rise,Adventure,PC,2020,0.31,3.0,52.8
G0410,Shadow Galaxy,Action,Switch,2022,2.89,4.4,47.8
G0411,Arena Warrior,Shooter,PlayStation,2001,17.18,4.7,53.4
G0412,Shadow Fury,RPG,PC,2004,4.75,10.0,34.7
G0413,Rise Rise,Racing,Mobile,2015,47.54,5.8,5.5
G0414,Fury Warrior,Adventure,Xbox,2015,3.7,5.2,10.4
G0415,Rise Empire,RPG,Mobile,2002,47.22,2.4,66.3
G0416,Arena Battle,Strategy,Mobile,2016,37.14,9.4,81.0
G0417,Warrior Legend,Adventure,PC,2017,45.04,8.6,24.7
G0418,Battle Warrior,Shooter,Mobile,2024,11.16,5.0,96.4
G0419,Legend Legend,Sports,Xbox,2023,15.12,5.1,55.9
G0420,Warrior Legend,Sports,Xbox,2009,14.35,7.7,94.0
G0421,Rise Battle,Adventure,Xbox,2011,23.17,6.6,28.3
G0422,Legend Legend,Sports,PlayStation,2004,11.52,4.1,36.6
G0423,Warrior Empire,Action,PlayStation,2018,4.94,9.6,85.8
G0424,Shadow Shadow,Strategy,PC,2000,42.38,2.0,6.5
G0425,Legend Warrior,Strategy,Xbox,2013,11.08,1.5,74.3
G0426,Fury Empire,Shooter,Xbox,2009,48.82,8.4,97.4
G0427,Battle Galaxy,Strategy,Switch,2018,13.59,6.5,23.1
G0428,Shadow Warrior,Shooter,Mobile,2007,1.99,8.3,32.3
G0429,Shadow Battle,Adventure,Xbox,2022,37.04,9.4,30.7
G0430,Galaxy Shadow,Racing,Mobile,2001,43.14,5.3,71.4
G0431,Galaxy Quest,Sports,Mobile,2017,17.82,9.0,9.8
G0432,Battle Warrior,Shooter,PlayStation,2015,44.38,5.1,64.6
G0433,Shadow Fury,Racing,Mobile,2017,26.86,1.0,0.6
G0434,Legend Warrior,Adventure,Xbox,2018,8.04,9.2,62.9
G0435,Legend Fury,Racing,Switch,2012,0.94,4.3,22.4
G0436,Rise Quest,RPG,PC,2020,38.0,7.4,71.3
G0437,Battle Warrior,Racing,PC,2016,16.47,4.4,90.4
G0438,Rise Legend,Adventure,Switch,2013,39.83,2.4,79.1
G0439,Legend Fury,Strategy,Switch,2023,37.31,4.4,32.0
G0440,Battle Galaxy,Strategy,PC,2019,34.88,8.7,47.5
G0441,Shadow Empire,Racing,PC,2020,11.52,6.8,27.3
G0442,Battle Legend,Action,Switch,2008,46.03,4.7,57.0
G0443,Warrior Empire,Action,PlayStation,2019,3.26,3.1,56.4
G0444,Warrior Rise,Racing,Mobile,2015,8.76,1.7,27.3
G0445,Galaxy Warrior,Shooter,Switch,2023,29.99,1.3,6.1
G0446,Empire Arena,RPG,PlayStation,2013,48.13,2.0,33.0
G0447,Warrior Empire,Strategy,PC,2024,45.34,2.5,50.6
G0448,Warrior Quest,Action,Mobile,2016,26.27,7.7,20.8
G0449,Arena Quest,Shooter,PlayStation,2015,22.49,5.0,68.1
G0450,Empire Rise,Action,Switch,2003,4.07,8.4,66.4
G0451,Empire Legend,Strategy,Switch,2007,2.77,7.5,36.6
G0452,Shadow Galaxy,Adventure,Switch,2021,2.83,1.0,20.2
G0453,Warrior Fury,Action,PlayStation,2004,4.71,8.0,57.9
G0454,Rise Rise,Adventure,Mobile,2023,2.68,4.6,88.4
G0455,Empire Empire,Racing,Mobile,2006,7.49,3.5,22.8
G0456,Legend Galaxy,Racing,Switch,2003,14.58,5.1,4.6
G0457,Rise Shadow,Strategy,PlayStation,2022,43.22,9.0,31.6
G0458,Arena Quest,Sports,Switch,2017,12.09,4.4,36.1
G0459,Legend Warrior,RPG,Switch,2018,31.22,4.1,62.9
G0460,Rise Empire,Adventure,Switch,2002,32.94,9.1,37.0
G0461,Empire Legend,Shooter,Mobile,2001,38.41,1.0,13.8
G0462,Fury Empire,RPG,PlayStation,2008,16.69,8.2,8.3
G0463,Legend Fury,Adventure,Switch,2003,32.58,3.7,41.0
G0464,Arena Shadow,Sports,PC,2009,14.75,1.5,66.6
G0465,Fury Galaxy,Sports,PlayStation,2014,8.04,9.0,71.2
G0466,Galaxy Warrior,Racing,PlayStation,2000,36.25,4.5,32.2
G0467,Legend Arena,Action,PC,2022,14.47,9.4,67.8
G0468,Arena Arena,Action,PC,2001,8.18,5.1,64.6
G0469,Arena Fury,Sports,PC,2019,18.29,6.1,35.0
G0470,Quest Arena,Racing,Switch,2001,17.72,6.0,97.3
G0471,Fury Shadow,Strategy,PlayStation,2006,3.7,5.4,87.2
G0472,Empire Legend,Strategy,PC,2014,39.44,6.1,75.9
G0473,Battle Warrior,Action,Mobile,2024,23.34,4.3,33.9
G0474,Fury Shadow,Racing,PlayStation,2006,42.36,7.4,50.4
G0475,Arena Legend,Action,PC,2011,24.76,8.3,28.8
G0476,Empire Battle,RPG,Xbox,2001,0.47,5.9,21.3
G0477,Warrior Galaxy,Sports,PlayStation,2022,29.3,1.0,79.2
G0478,Galaxy Battle,Shooter,PC,2024,47.06,1.3,11.0
G0479,Fury Battle,Adventure,PC,2022,26.73,8.0,9.1
G0480,Legend Rise,Strategy,PlayStation,2005,32.83,8.5,9.6
G0481,Legend Battle,RPG,PlayStation,2009,2.77,8.0,51.1
G0482,Legend Battle,Adventure,Xbox,2006,21.11,1.2,49.5
G0483,Empire Fury,Adventure,Xbox,2016,44.16,8.6,78.7
G0484,Galaxy Quest,Strategy,Xbox,2008,21.57,7.5,95.8
G0485,Empire Legend,Action,PlayStation,2024,23.15,8.1,19.8
G0486,Arena Legend,Racing,PlayStation,2009,6.74,2.5,8.2
G0487,Rise Rise,Action,Switch,2021,20.81,4.1,9.8
G0488,Quest Empire,Shooter,Mobile,2024,20.46,9.0,38.1
G0489,Galaxy Battle,Sports,Xbox,2004,35.86,3.1,7.5
G0490,Empire Battle,Shooter,Xbox,2010,3.0,7.9,86.6
G0491,Empire Shadow,Shooter,PlayStation,2001,46.66,3.8,52.3
G0492,Rise Shadow,Adventure,PlayStation,2005,41.26,7.0,86.1
G0493,Legend Legend,Strategy,Mobile,2017,32.76,6.8,21.2
G0494,Galaxy Shadow,Racing,Switch,2024,48.21,6.8,43.8
G0495,Rise Fury,Shooter,PC,2017,8.18,6.6,54.5
G0496,Fury Warrior,Shooter,Xbox,2006,33.7,6.2,37.7
G0497,Shadow Warrior,RPG,PlayStation,2017,26.29,9.6,35.1
G0498,Legend Warrior,Adventure,Xbox,2020,42.11,6.7,62.3
G0499,Empire Battle,Adventure,Switch,2017,42.2,6.2,52.3
G0500,Galaxy Legend,Sports,Mobile,2009,44.06,3.1,58.8
G0501,Fury Rise,Shooter,Mobile,2024,33.35,3.0,40.2
G0502,Quest Arena,Shooter,Mobile,2010,16.93,8.7,75.6
G0503,Fury Arena,Action,Xbox,2017,5.14,6.0,77.6
G0504,Empire Warrior,Action,PlayStation,2012,36.72,5.9,95.9
G0505,Legend Quest,Racing,PC,2000,16.28,5.8,83.3
G0506,Quest Arena,Strategy,PlayStation,2009,42.06,8.0,2.9
G0507,Legend Rise,RPG,Switch,2023,25.84,8.8,100.0
G0508,Arena Arena,Strategy,Mobile,2008,18.19,2.3,51.2
G0509,Battle Arena,Strategy,Switch,2015,48.77,3.3,31.9
G0510,Empire Empire,Racing,Mobile,2021,26.0,6.6,17.9
G0511,Quest Battle,Strategy,Switch,2001,49.91,4.7,35.4
G0512,Shadow Warrior,Racing,Mobile,2009,32.06,5.7,46.8
G0513,Rise Fury,Racing,PC,2015,42.9,8.7,81.1
G0514,Shadow Shadow,Strategy,Mobile,2015,33.7,2.9,49.3
G0515,Arena Legend,Adventure,Xbox,2024,26.76,6.6,54.6
G0516,Warrior Arena,Action,Mobile,2023,37.15,4.3,41.4
G0517,Battle Quest,Shooter,Mobile,2019,35.11,7.7,62.5
G0518,Warrior Warrior,Adventure,PlayStation,2004,28.99,4.5,9.2
G0519,Shadow Warrior,Strategy,PlayStation,2024,30.99,1.1,92.2
G0520,Fury Fury,Sports,PC,2004,24.24,7.1,91.9
G0521,Battle Legend,Adventure,PC,2008,8.36,1.1,11.3
G0522,Fury Battle,Shooter,Xbox,2001,32.38,4.7,24.6
G0523,Quest Fury,Racing,PlayStation,2022,28.07,6.9,8.1
G0524,Fury Rise,Sports,Xbox,2015,35.63,5.9,35.4
G0525,Fury Galaxy,Racing,PC,2002,29.65,6.3,0.9
G0526,Battle Empire,Sports,PC,2004,37.05,8.7,28.2
G0527,Warrior Arena,Strategy,Switch,2012,11.94,4.6,84.0
G0528,Quest Fury,Adventure,PlayStation,2003,36.9,6.0,86.7
G0529,Quest Empire,RPG,Switch,2002,46.61,4.6,76.6
G0530,Legend Arena,Shooter,Mobile,2021,22.07,3.9,32.5
G0531,Rise Shadow,Adventure,Mobile,2005,10.9,1.0,76.0
G0532,Rise Quest,Strategy,PlayStation,2023,3.38,4.1,77.7
G0533,Arena Fury,Sports,Mobile,2000,35.35,2.3,24.0
G0534,Rise Quest,RPG,PC,2001,20.3,1.7,24.6
G0535,Fury Quest,Sports,PC,2002,21.52,5.9,52.8
G0536,Fury Rise,Racing,Mobile,2018,1.52,5.3,61.3
G0537,Rise Fury,Adventure,PlayStation,2019,38.69,6.7,20.8
G0538,Empire Galaxy,Adventure,PlayStation,2021,18.51,4.1,65.2
G0539,Arena Warrior,Sports,PlayStation,2008,16.56,7.1,54.7
G0540,Arena Arena,Racing,PC,2005,2.67,3.9,7.8
G0541,Arena Battle,Action,PC,2004,24.25,2.2,58.3
G0542,Empire Fury,Action,Mobile,2016,45.72,4.7,91.2
G0543,Arena Warrior,Sports,PlayStation,2005,46.65,8.9,32.1
G0544,Arena Rise,Racing,Xbox,2000,44.91,1.8,13.5
G0545,Quest Legend,Sports,Mobile,2005,39.83,1.4,67.8
G0546,Arena Fury,Strategy,Xbox,2009,40.8,1.2,74.3
G0547,Battle Battle,Strategy,Switch,2022,41.78,1.8,40.1
G0548,Battle Fury,Racing,Mobile,2021,27.74,4.1,17.2
G0549,Shadow Legend,Action,Xbox,2014,4.8,7.5,74.9
G0550,Empire Empire,Sports,Mobile,2021,29.0,8.0,99.8
G0551,Battle Battle,Adventure,PlayStation,2011,42.92,2.8,60.8
G0552,Fury Rise,Racing,PlayStation,2005,2.16,3.7,35.9
G0553,Galaxy Legend,Shooter,PlayStation,2006,15.26,1.7,98.9
G0554,Battle Warrior,Sports,PlayStation,2018,25.03,6.9,85.5
G0555,Arena Warrior,Strategy,Mobile,2013,48.31,9.3,39.6
G0556,Legend Shadow,RPG,Switch,2019,31.71,1.6,74.2
G0557,Legend Rise,Shooter,Switch,2016,40.38,3.8,65.8
G0558,Empire Warrior,Adventure,Xbox,2023,45.14,9.7,18.0
G0559,Legend Legend,Action,PlayStation,2006,29.29,4.8,79.2
G0560,Quest Rise,Action,Xbox,2023,11.36,3.7,51.6
G0561,Quest Quest,Sports,Switch,2021,15.83,4.0,25.6
G0562,Empire Galaxy,Racing,Xbox,2021,49.21,6.5,85.1
G0563,Fury Empire,RPG,PlayStation,2024,15.01,4.6,65.3
G0564,Quest Legend,Strategy,Mobile,2004,9.65,4.5,70.3
G0565,Empire Fury,Strategy,Switch,2013,45.57,5.9,36.0
G0566,Arena Arena,Racing,Switch,2005,9.66,8.2,47.0
G0567,Shadow Rise,Sports,Mobile,2007,25.93,6.5,23.9
G0568,Warrior Warrior,Strategy,Mobile,2019,20.58,6.1,23.6
G0569,Fury Warrior,RPG,PlayStation,2012,43.05,6.9,20.2
G0570,Galaxy Empire,Racing,Switch,2016,42.19,4.7,37.6
G0571,Rise Quest,Adventure,PC,2009,40.44,5.1,16.1
G0572,Battle Galaxy,Racing,Mobile,2004,22.67,7.4,17.8
G0573,Galaxy Shadow,Strategy,Switch,2005,4.34,3.3,4.1
G0574,Legend Rise,Adventure,Switch,2012,41.36,8.1,18.8
G0575,Quest Warrior,Racing,Mobile,2002,39.15,6.5,83.3
G0576,Shadow Battle,Sports,PlayStation,2021,6.8,5.8,19.1
G0577,Rise Quest,Adventure,Mobile,2010,10.69,6.9,13.8
G0578,Empire Rise,Racing,Mobile,2023,12.92,7.2,69.2
G0579,Shadow Fury,Adventure,Xbox,2012,3.17,8.4,9.0
G0580,Battle Warrior,Sports,Xbox,2009,47.24,4.3,46.3
G0581,Legend Battle,Racing,Mobile,2006,33.94,5.1,14.6
G0582,Fury Arena,RPG,Xbox,2016,2.41,8.0,52.6
G0583,Fury Warrior,Strategy,Xbox,2022,19.23,2.8,49.8
G0584,Battle Shadow,Racing,Switch,2020,24.12,6.9,78.7
G0585,Quest Battle,Strategy,Xbox,2007,11.96,7.2,21.4
G0586,Shadow Galaxy,Racing,Switch,2009,45.15,5.8,69.2
G0587,Shadow Empire,Racing,PlayStation,2006,47.31,3.3,64.3
G0588,Galaxy Rise,Action,PC,2019,42.39,4.0,94.1
G0589,Quest Galaxy,Racing,PC,2011,2.34,1.2,39.8
G0590,Battle Rise,RPG,PlayStation,2007,27.72,4.8,83.1
G0591,Battle Shadow,Shooter,Mobile,2001,43.78,4.0,94.7
G0592,Arena Legend,RPG,Xbox,2022,38.81,6.0,41.2
G0593,Battle Shadow,Sports,Switch,2024,34.57,6.3,83.5
G0594,Shadow Shadow,Sports,Switch,2001,4.67,3.9,65.9
G0595,Arena Shadow,Racing,Xbox,2018,34.84,8.9,93.1
G0596,Warrior Shadow,Adventure,Xbox,2023,9.98,3.3,95.7
G0597,Legend Warrior,Adventure,PC,2018,25.85,8.5,17.0
G0598,Empire Galaxy,Shooter,Switch,2021,10.05,3.8,18.9
G0599,Fury Empire,Sports,Switch,2009,41.86,7.3,30.1
G0600,Empire Arena,Sports,PC,2023,34.31,3.1,6.5
G0601,Battle Battle,Sports,PC,2019,6.95,9.5,10.2
G0602,Legend Quest,Adventure,Xbox,2023,35.43,5.6,43.8
G0603,Rise Warrior,Racing,PC,2015,48.46,9.8,8.6
G0604,Warrior Rise,Sports,Switch,2013,47.35,4.1,7.8
G0605,Empire Galaxy,RPG,Xbox,2021,4.78,1.4,79.3
G0606,Legend Legend,RPG,PlayStation,2020,44.8,1.9,41.9
G0607,Fury Warrior,Action,PC,2023,49.0,1.3,52.0
G0608,Shadow Quest,Shooter,Switch,2008,47.32,2.0,17.2
G0609,Empire Legend,Strategy,Mobile,2007,23.36,1.3,35.2
G0610,Quest Warrior,Adventure,Mobile,2005,27.73,6.8,23.1
G0611,Fury Legend,RPG,PlayStation,2008,23.96,4.0,63.9
G0612,Arena Galaxy,Action,PlayStation,2011,27.49,2.2,30.3
G0613,Empire Fury,Strategy,PC,2010,4.72,3.9,34.2
G0614,Shadow Legend,RPG,Xbox,2022,27.47,6.3,58.9
G0615,Warrior Rise,Shooter,Xbox,2016,45.57,4.4,98.5
G0616,Arena Empire,Sports,Switch,2012,13.35,5.6,7.6
G0617,Empire Warrior,Sports,PlayStation,2021,26.75,9.8,37.4
G0618,Empire Battle,RPG,Mobile,2018,41.95,1.5,57.9
G0619,Shadow Quest,Sports,Xbox,2009,14.23,8.0,19.7
G0620,Shadow Warrior,RPG,Switch,2022,22.48,8.4,96.7
G0621,Fury Galaxy,Action,PC,2002,8.5,9.5,55.0
G0622,Warrior Legend,RPG,PC,2002,47.43,5.5,56.5
G0623,Empire Battle,Adventure,PlayStation,2020,38.07,9.0,12.6
G0624,Rise Rise,RPG,Switch,2008,3.54,1.7,29.6
G0625,Empire Galaxy,Racing,Mobile,2013,49.15,9.7,25.8
G0626,Quest Battle,Action,Mobile,2008,31.8,5.8,31.4
G0627,Fury Legend,RPG,Mobile,2007,48.87,2.9,18.6
G0628,Arena Fury,Shooter,PlayStation,2014,9.23,5.1,26.5
G0629,Warrior Empire,RPG,Switch,2019,6.04,9.6,33.6
G0630,Empire Battle,Strategy,Switch,2017,42.08,4.4,52.5
G0631,Battle Empire,Sports,Switch,2024,32.05,6.4,42.8
G0632,Legend Warrior,Sports,Switch,2018,31.75,9.0,23.2
G0633,Rise Fury,Strategy,Mobile,2001,18.43,5.4,60.4
G0634,Warrior Fury,Adventure,Mobile,2007,13.69,7.4,18.7
G0635,Arena Quest,Racing,Switch,2021,17.79,7.2,68.7
G0636,Fury Galaxy,Action,PC,2023,15.15,2.8,33.5
G0637,Empire Legend,Shooter,Xbox,2003,3.13,3.3,13.8
G0638,Battle Legend,Action,Mobile,2012,11.68,2.7,71.9
G0639,Empire Empire,Racing,PC,2024,17.49,7.3,62.8
G0640,Quest Galaxy,Racing,PlayStation,2014,23.44,4.6,50.3
G0641,Battle Arena,Shooter,Xbox,2013,31.27,4.6,60.3
G0642,Battle Quest,Adventure,Xbox,2023,25.49,1.8,16.8
G0643,Warrior Shadow,Action,Mobile,2004,32.09,1.9,99.8
G0644,Warrior Arena,Racing,PC,2017,22.06,9.2,83.4
G0645,Galaxy Galaxy,Sports,PlayStation,2021,26.26,6.8,36.5
G0646,Arena Warrior,Shooter,Xbox,2000,28.07,9.6,64.0
G0647,Empire Warrior,Sports,Xbox,2016,19.65,4.0,25.9
G0648,Quest Galaxy,Sports,Xbox,2006,18.81,1.1,68.3
G0649,Arena Galaxy,Adventure,PC,2012,21.3,4.5,59.2
G0650,Warrior Battle,Sports,PC,2011,21.46,5.6,57.5
G0651,Empire Arena,Sports,PC,2009,0.13,8.1,71.3
G0652,Shadow Quest,Action,Mobile,2021,43.87,1.1,7.9
G0653,Battle Legend,Racing,Mobile,2020,17.67,7.9,97.7
G0654,Fury Empire,Sports,PC,2013,30.57,3.7,3.5
G0655,Galaxy Battle,RPG,PlayStation,2013,8.64,6.4,37.0
G0656,Shadow Legend,Shooter,Mobile,2020,5.49,1.7,49.2
G0657,Warrior Fury,Adventure,PC,2023,30.32,2.6,86.5
G0658,Battle Galaxy,Shooter,PC,2024,7.85,5.5,85.9
G0659,Quest Fury,Action,Xbox,2012,2.74,3.0,29.1
G0660,Quest Fury,Sports,PC,2021,47.82,5.2,81.7
G0661,Legend Empire,Racing,Switch,2006,37.56,9.9,24.8
G0662,Galaxy Shadow,Racing,PlayStation,2023,32.44,3.5,31.6
G0663,Warrior Warrior,Shooter,PC,2016,10.56,3.1,8.1
G0664,Legend Legend,Adventure,Switch,2005,3.93,1.3,66.7
G0665,Warrior Legend,Strategy,Xbox,2022,13.89,9.1,72.7
G0666,Battle Galaxy,Adventure,Mobile,2017,3.43,6.5,78.6
G0667,Shadow Legend,RPG,PC,2024,29.72,7.0,62.3
G0668,Arena Warrior,Action,Mobile,2023,48.61,7.2,47.3
G0669,Legend Fury,Strategy,Mobile,2000,3.38,9.3,90.9
G0670,Warrior Warrior,Strategy,Switch,2004,28.35,4.0,13.2
G0671,Arena Empire,Sports,Switch,2003,6.67,5.3,73.3
G0672,Empire Rise,Strategy,Switch,2001,44.06,4.7,36.5
G0673,Shadow Rise,Shooter,Xbox,2010,41.34,1.8,93.7
G0674,Galaxy Galaxy,Action,PC,2024,1.96,5.7,51.6
G0675,Galaxy Galaxy,Strategy,PlayStation,2015,3.97,1.8,95.4
G0676,Galaxy Galaxy,Racing,Mobile,2014,29.0,4.8,33.1
G0677,Arena Arena,Strategy,PlayStation,2002,21.51,6.4,14.8
G0678,Legend Quest,Shooter,Switch,2022,4.5,7.4,92.1
G0679,Legend Rise,Strategy,PlayStation,2007,25.68,2.4,93.5
G0680,Battle Shadow,Racing,PlayStation,2003,30.18,1.0,94.4
G0681,Empire Arena,Strategy,Xbox,2022,46.49,4.9,63.6
G0682,Empire Shadow,Strategy,Mobile,2010,12.97,9.5,97.4
G0683,Battle Arena,Adventure,PlayStation,2022,42.86,3.8,9.5
G0684,Empire Legend,Action,Xbox,2016,4.18,9.0,96.7
G0685,Galaxy Quest,Sports,Mobile,2009,26.0,2.8,18.5
G0686,Battle Quest,Adventure,Mobile,2020,1.88,6.1,25.9
G0687,Quest Rise,Racing,Xbox,2006,3.83,8.9,15.8
G0688,Rise Galaxy,Strategy,PC,2006,25.36,1.6,79.2
G0689,Rise Empire,Racing,PlayStation,2017,18.32,7.2,76.2
G0690,Rise Galaxy,Adventure,Xbox,2000,37.29,6.6,61.3
G0691,Warrior Empire,Sports,Switch,2016,10.33,4.7,39.8
G0692,Empire Legend,Sports,PC,2011,1.91,3.2,37.6
G0693,Empire Arena,Racing,PlayStation,2014,29.84,8.5,16.7
G0694,Rise Quest,Racing,Switch,2016,29.96,4.2,88.7
G0695,Arena Legend,Shooter,Switch,2000,4.74,6.8,49.0
G0696,Fury Rise,Shooter,PC,2007,5.29,3.4,31.1
G0697,Shadow Battle,Shooter,Switch,2002,31.52,7.5,38.3
G0698,Quest Battle,Adventure,Switch,2009,1.5,6.4,50.1
G0699,Arena Fury,Sports,PC,2012,8.16,3.4,3.4
G0700,Warrior Quest,Strategy,Mobile,2018,5.68,4.2,63.5
G0701,Arena Quest,Racing,Xbox,2007,38.74,6.1,60.2
G0702,Warrior Warrior,Strategy,Xbox,2015,17.2,9.0,23.1
G0703,Empire Quest,Action,Xbox,2001,29.46,3.4,79.6
G0704,Empire Galaxy,Racing,Xbox,2009,28.56,1.6,92.3
G0705,Rise Fury,RPG,PlayStation,2000,35.81,3.1,25.9
G0706,Battle Quest,Action,Switch,2004,46.21,4.3,36.1
G0707,Shadow Arena,Racing,Xbox,2016,4.23,5.1,23.6
G0708,Warrior Shadow,Action,PlayStation,2018,44.31,6.3,77.5
G0709,Empire Arena,Strategy,Mobile,2009,29.91,7.5,25.8
G0710,Arena Battle,Sports,Mobile,2000,23.26,4.8,82.9
G0711,Battle Shadow,Shooter,PlayStation,2021,47.83,8.3,44.2
G0712,Battle Legend,Racing,PC,2023,10.69,5.9,90.4
G0713,Galaxy Fury,Strategy,PlayStation,2018,8.72,9.5,4.8
G0714,Galaxy Fury,Racing,PC,2021,25.82,9.3,86.4
G0715,Empire Empire,Strategy,PC,2023,16.34,1.2,75.0
G0716,Legend Battle,RPG,Mobile,2022,21.73,5.6,92.5
G0717,Galaxy Rise,Shooter,PlayStation,2018,28.47,8.3,11.2
G0718,Battle Galaxy,Racing,Xbox,2012,15.29,5.8,96.1
G0719,Quest Galaxy,Strategy,PC,2002,3.92,5.8,69.6
G0720,Fury Battle,Action,PlayStation,2022,37.24,3.2,91.4
G0721,Shadow Fury,Action,PlayStation,2011,8.47,2.9,52.5
G0722,Arena Galaxy,Racing,Xbox,2018,9.29,4.8,50.6
G0723,Galaxy Fury,Racing,PlayStation,2010,11.42,5.5,10.8
G0724,Shadow Shadow,Strategy,Switch,2004,32.4,9.9,80.9
G0725,Rise Shadow,Action,Xbox,2018,39.73,3.1,36.7
G0726,Quest Legend,Strategy,Xbox,2024,14.35,1.1,34.0
G0727,Quest Warrior,Strategy,Switch,2016,1.67,4.0,56.0
G0728,Arena Fury,Shooter,Xbox,2002,0.79,9.5,7.3
G0729,Quest Arena,Sports,PlayStation,2000,1.28,4.8,20.4
G0730,Legend Fury,Racing,PC,2016,2.98,3.5,90.6
G0731,Fury Fury,Adventure,PlayStation,2010,47.29,4.2,5.0
G0732,Warrior Legend,Adventure,Mobile,2019,42.99,7.5,19.4
G0733,Galaxy Arena,Adventure,Switch,2015,12.82,3.8,17.0
G0734,Battle Warrior,Racing,Xbox,2015,42.49,4.2,76.3
G0735,Legend Galaxy,Strategy,PlayStation,2000,15.83,2.2,50.2
G0736,Shadow Legend,Sports,Xbox,2005,22.15,8.9,23.5
G0737,Arena Rise,Action,PC,2004,38.03,9.4,53.9
G0738,Quest Battle,Strategy,PC,2022,6.47,6.1,27.7
G0739,Shadow Arena,Adventure,Xbox,2002,39.27,8.9,58.5
G0740,Shadow Rise,Sports,Mobile,2000,20.35,2.6,1.7
G0741,Rise Fury,Adventure,Switch,2024,21.94,4.6,94.8
G0742,Warrior Shadow,Strategy,Xbox,2016,38.66,5.0,62.9
G0743,Quest Shadow,Racing,Switch,2008,4.26,1.4,44.8
G0744,Rise Galaxy,Adventure,Xbox,2008,24.7,3.5,57.4
G0745,Battle Battle,RPG,PC,2002,40.01,2.7,71.0
G0746,Battle Quest,Sports,Mobile,2001,14.02,5.5,81.6
G0747,Shadow Rise,Action,PlayStation,2024,8.3,9.2,69.5
G0748,Arena Warrior,RPG,PlayStation,2005,7.5,7.0,74.8
G0749,Shadow Quest,Sports,PlayStation,2020,18.63,7.1,30.2
G0750,Arena Empire,Racing,Xbox,2006,29.35,3.2,11.1
G0751,Warrior Galaxy,Adventure,PC,2021,15.77,5.3,81.6
G0752,Quest Fury,Racing,PC,2011,21.8,3.9,9.0
G0753,Shadow Warrior,Strategy,Mobile,2017,9.26,3.6,73.3
G0754,Legend Rise,Adventure,PC,2002,29.75,4.9,21.8
G0755,Fury Rise,Action,Switch,2000,24.09,1.6,77.7
G0756,Quest Fury,Strategy,PlayStation,2020,26.57,4.1,26.1
G0757,Quest Legend,Shooter,PlayStation,2022,42.92,7.4,73.7
G0758,Galaxy Battle,Action,Switch,2016,49.55,9.2,68.1
G0759,Legend Rise,Shooter,PC,2011,22.07,6.4,53.9
G0760,Fury Galaxy,Strategy,Mobile,2019,11.42,5.8,50.3
G0761,Rise Quest,Racing,Switch,2015,7.06,9.6,90.1
G0762,Empire Quest,Sports,Switch,2018,45.75,7.2,69.8
G0763,Shadow Fury,RPG,Mobile,2007,39.85,6.7,17.2
G0764,Warrior Shadow,Action,PlayStation,2020,31.65,7.7,25.9
G0765,Battle Arena,Racing,PlayStation,2020,49.42,4.1,83.7
G0766,Rise Shadow,Shooter,Mobile,2013,20.49,4.0,25.3
G0767,Quest Quest,Sports,Xbox,2004,21.06,8.9,52.3
G0768,Shadow Arena,Shooter,PC,2008,14.95,3.5,3.1
G0769,Legend Legend,Strategy,Xbox,2009,38.88,7.5,20.0
G0770,Warrior Arena,Sports,PlayStation,2006,39.18,5.1,64.5
G0771,Fury Battle,RPG,Xbox,2011,16.17,3.1,18.8
G0772,Legend Fury,Action,PlayStation,2024,6.88,8.0,65.2
G0773,Legend Legend,Adventure,PC,2006,7.63,5.3,39.4
G0774,Empire Fury,Action,Xbox,2022,2.63,8.0,53.7
G0775,Legend Quest,Sports,Switch,2013,19.16,2.6,57.2
G0776,Fury Battle,Shooter,Switch,2019,16.8,4.5,88.6
G0777,Quest Fury,Sports,Switch,2024,14.32,5.3,51.9
G0778,Fury Warrior,Racing,Switch,2018,10.03,3.4,74.9
G0779,Legend Quest,Adventure,Xbox,2016,9.83,5.6,28.5
